file	transcription
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19668512.wav	se alimentan durante la fase larvaria de huevos y larvas de saltamontes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19968615.wav	esta acción debe realizarse en los meses de mayo junio y julio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19968616.wav	como centro comercial próspero atrajo la atención de sus vecinos más poderosos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19968617.wav	fue amigo durante muchos años de igor stravinsky
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19968618.wav	se trasladó a la argentina donde fundó el influyente periódico anarquista el oprimido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28537256.wav	su carrera de servicio fue rápida incluso para ese momento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28537259.wav	la cinta recibió en su mayoría excelentes comentarios
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28537273.wav	su nombre se debe a estar modelada sobre una primera biosfera nuestro ecosistema terrestre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_28537332.wav	el edificio cuenta con un recibidor llamado salón de los pasos perdidos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20288670.wav	tradicionalmente para el diagnóstico se han utilizado estudios invasivos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20288671.wav	sin embargo la nueva formación política tuvo una corta existencia
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20288672.wav	este sería el período de enfriamiento
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20288673.wav	clima sierra de la marta
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20054241.wav	cox y la russa han ganado el premio en mayor ocasión con cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20054242.wav	los restos del primer acueducto muestran aquellas dificultades
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20054243.wav	además está indicada para la presión arterial
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_20054244.wav	sarrazin está casado y tiene dos hijos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21970492.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21970502.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21970505.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21970507.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21990470.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21990472.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21990473.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21990475.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976825.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976841.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976981.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976984.wav	tres
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19756121.wav	la sede del condado es howell
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19756125.wav	se hizo entonces un reforzamiento de muros y pilastras
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19756130.wav	austria no terminó de encajar como símbolo nacional en la austria republicana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19756133.wav	se crio en boynton beach florida con su hermana mayor taylor
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19745965.wav	la comunidad sueca en costa rica estaba conformada mayormente por mercaderes y misioneros luteranos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19745967.wav	tiene una secuela llamada y otra llamada sonic free riders
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19745968.wav	en niños pequeños la sobredosis de opioides puede no ser evidente de inmediato
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19745969.wav	juntos los picos son llamados los picos gemelos de la diosa nanda
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19952336.wav	su presidente es santiago abascal y su secretario general es javier ortega smith
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19952337.wav	rocío por su parte siente que tiene una deuda pendiente vivir la vida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19952338.wav	su gemelo el yamashiro fue hundido en esa misma acción
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19952339.wav	thomas nació en el hermitage de san patricio
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19706056.wav	se aconseja a todos proseguir sus respectivos oficios sin preocupaciones
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19706057.wav	el esputo puede contener pus y las personas afectadas pueden tener fiebre
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19706058.wav	la sede del condado es louisa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19706060.wav	el jugador gallego se crió en el municipio vizcaíno de basauri desde muy joven
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18342567.wav	el juego que practicaremos tiene un componente didáctico
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18342568.wav	gracias por confiar en nosotros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18342569.wav	el anticiclón se prolongará hasta la semana que viene
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_18342570.wav	 va a acostumbrarme a bailes de largo y cenas con velas 
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19669618.wav	esta angustia causada por la radio le hace comer su colección de cabello
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19669620.wav	fue sepultado en viena
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19669623.wav	cuenta con colaboraciones de diversos artistas como j alvarez pitbull yomo entre otros
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19669626.wav	la marcha del cortejo está situada en el lado oeste del templo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999192.wav	hey
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999193.wav	no
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999194.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21999196.wav	firefox
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21979103.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21979109.wav	cuatro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21979113.wav	uno
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21979117.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19682572.wav	el perfil del brocal aparece bien definido sin muestras de erosión por otros impactos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19682573.wav	es un popular lugar de vacaciones en hungría
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19682574.wav	tenía un capuchón verde pálido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19682582.wav	además el programa amplió sus días de emisión a la noche del viernes
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19636624.wav	la comisión regula financia y promueve la televisión en las principales regiones del país
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19636626.wav	el municipio tiene la última escuela pública del estado
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19636627.wav	ha sido cantada por otros cantantes populares de música mexicana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19636630.wav	era el menor de seis hermanos y de dos hermanas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606645.wav	su gestión empezó en plena crisis política
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606647.wav	las alas de la columna se pueden proyectar lateralmente desde el estigma
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606648.wav	el modo de presentación de las obras varía por temporada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19606650.wav	son las más extendidas en países de europa central
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19671670.wav	limita con akita e iwate en el sur
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19671671.wav	por tanto estos sucesos rutinarios son beneficiosos para la salud del pene
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19671672.wav	dos nietos valentina y joaquín gamarra batalla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19671676.wav	se ha naturalizado en algunos de los condados del sur de florida
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658148.wav	el merengue es el baile nacional de la república dominicana
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658150.wav	cuando va a visitarla la policía detiene a saxon que iba a matarla
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658151.wav	marine corps de todo el mundo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19658152.wav	a pesar de su popularidad con los pasajeros que era muy poco rentable
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667310.wav	antes de convertirse en actriz lara trabajó como modelo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667313.wav	la función de las mujeres devenía cada vez más importante en el partido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667314.wav	por contra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19667315.wav	desciende de franceses españoles chinos africanos y cubanos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19765084.wav	henry engelbert fue el arquitecto del grand hotel
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19765085.wav	el propio beckett rechazaba sin embargo cualquier intento de interpretación o mensaje profundo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19765087.wav	afirmó que no era muy diferente de la versión anterior
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19765088.wav	en estos casos la denominación freeborn era menos propia aunque sí prestigiosa
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19277302.wav	es igual que una fibra óptica artificial pero natural
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19277303.wav	por ejemplo un idioma seguro
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19277305.wav	la floración se produce en primavera verano y la fructificación en verano
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19277306.wav	el es el vigente campeón del torneo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19724307.wav	pocos artistas habían abierto un álbum con una canción lenta y nosotros lo hicimos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19724308.wav	el síndrome afecta especialmente a la gente joven
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19724309.wav	sookie logra captar el nombre por el que era anteriormente conocido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19724311.wav	ambos citan exactamente la misma cantidad de judíos procesados durante la operación reinhard
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21956369.wav	cero
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21956372.wav	siete
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21956375.wav	cinco
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21956376.wav	seis
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23148734.wav	las plumas son negras excepto en el abdomen donde son blancas
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23148735.wav	es el silencio absorbido que continúa y sirve de telón de fondo
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23148737.wav	uno de estos contrafuertes fue restaurado recientemente tras derrumbarse con los rigores invernales
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_23148738.wav	es acaso su obra más creativa y renovadora en teología
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976461.wav	dos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976462.wav	ocho
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976464.wav	sí
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21976465.wav	nueve
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670939.wav	la información meteorológica se transmite mediante una voz sintetizada
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670941.wav	ambos reciben posteriormente entrenamiento militar en yemen del sur
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670943.wav	suponga que lk es una extensión de cuerpos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_19670944.wav	esta vid destaca por producir rendimientos relativamente bajos
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21664098.wav	es asimismo capital del distrito de vargas guerra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21664099.wav	vio esto como una manera de desarrollar la tierra
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21664100.wav	el sr poe ya no los lleva con ningún otro guardián
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_21664102.wav	el cambio en las especificaciones resultaría desastroso
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33338977.wav	nosotros hubimos comido
data/common_voice_es/es/fine_tune_01/clips_wav/common_voice_es_33338979.wav	en intentos válidos el estímulo se presenta en el área indicada por la señal
